name,category,lat,long,img,description
Японский пейзаж,"wall_painting,cultural,urban_environment,interesting_places",56.23304,43.485466,,
Ласточкино гнездо,"wall_painting,cultural,urban_environment,interesting_places",56.233147,43.485825,,
Дворцовый мост,"wall_painting,cultural,urban_environment,interesting_places",56.233223,43.486202,,
Собор Василия Блаженного,"wall_painting,cultural,urban_environment,interesting_places",56.233299,43.486565,,
Дмитриевская башня,"wall_painting,cultural,urban_environment,interesting_places",56.233376,43.486942,,
Эйфелева башня,"wall_painting,cultural,urban_environment,interesting_places",56.233463,43.48737,,
Тауэрский мост,"wall_painting,cultural,urban_environment,interesting_places",56.23354,43.487747,,
Капли,"wall_painting,cultural,urban_environment,interesting_places",56.232933,43.837994,,
Son of Odin,"wall_painting,cultural,urban_environment,interesting_places",56.230816,43.864315,,
85 лет Автозаводскому району,"wall_painting,cultural,urban_environment,interesting_places",56.233215,43.875065,,
Красная шапочка и мама,"wall_painting,cultural,urban_environment,interesting_places",56.241791,43.860073,,
Граффити «Old school/New school”,"wall_painting,cultural,urban_environment,interesting_places",56.335472,43.921543,,
Хамелеон,"wall_painting,cultural,urban_environment,interesting_places",56.315224,43.990799,,
Руслан и Людмила,"wall_painting,cultural,urban_environment,interesting_places",56.31493,43.994701,,
Старый Нижний,"wall_painting,cultural,urban_environment,interesting_places",56.315254,43.995018,,
Братья Гримм,"wall_painting,cultural,urban_environment,interesting_places",56.315418,43.995281,,
Тайны Вселенной,"wall_painting,cultural,urban_environment,interesting_places",56.315544,43.995628,,
Остров сокровищ,"wall_painting,cultural,urban_environment,interesting_places",56.315628,43.995983,,
Кот Мурлыка,"wall_painting,cultural,urban_environment,interesting_places",56.315712,43.996334,,
А. С. Пушкин,"wall_painting,cultural,urban_environment,interesting_places",56.315697,43.996525,,
Электробезопасность,"wall_painting,cultural,urban_environment,interesting_places",56.315727,43.997242,,
Маленький Мук,"wall_painting,cultural,urban_environment,interesting_places",56.315746,43.997341,,
Волшебник,"wall_painting,cultural,urban_environment,interesting_places",56.315788,43.997704,,
Изобретения Кулибина,"wall_painting,cultural,urban_environment,interesting_places",56.316704,44.009247,,
Трагедия и комедия,"wall_painting,cultural,urban_environment,interesting_places",56.31675,44.009239,,
Я ♥ Выксу,"cultural,urban_environment,interesting_places,installation",55.317791,42.177052,,
Железная роза,"cultural,urban_environment,interesting_places,installation",55.31879,42.185238,,
Космическая эра,"cultural,urban_environment,interesting_places,installation",56.233662,43.444511,,
Союз науки и техники,"cultural,urban_environment,interesting_places,installation",56.236389,43.435677,,
Девушка с факелом,"cultural,urban_environment,interesting_places,installation",56.232285,43.399532,,
Атом,"cultural,urban_environment,interesting_places,installation",56.234467,43.426311,,
Семья на природе,"cultural,urban_environment,interesting_places,installation",56.230881,43.438702,,
Дети,"cultural,urban_environment,interesting_places,installation",56.231552,43.438618,,
Таблица Менделеева,"cultural,urban_environment,interesting_places,installation",56.22916,43.44006,,
Слава советским космонавтам,"cultural,urban_environment,interesting_places,installation",56.229378,43.444748,,
"Счастье, равенство, братство","cultural,urban_environment,interesting_places,installation",56.229439,43.443066,,
Серп и молот,"cultural,urban_environment,interesting_places,installation",56.229366,43.447754,,
Солнце,"cultural,urban_environment,interesting_places,installation",56.229469,43.445656,,
Космонавт,"cultural,urban_environment,interesting_places,installation",56.229412,43.44672,,
Слава строителям коммунизма,"cultural,urban_environment,interesting_places,installation",56.229225,43.448685,,
Подводный мир,"cultural,urban_environment,interesting_places,installation",56.236671,43.460514,,
Детское творчество,"cultural,urban_environment,interesting_places,installation",56.245045,43.454182,,
Клуб юных автомобилистов,"cultural,urban_environment,interesting_places,installation",56.241039,43.868198,,
Лукойл,"cultural,urban_environment,interesting_places,installation",56.150169,44.191219,,
Берегиня,"cultural,urban_environment,interesting_places,installation",56.148014,44.20887,,
Слава Советской Родине!,"cultural,urban_environment,interesting_places,installation",56.251484,43.46497,,
Построение коммунизма,"cultural,urban_environment,interesting_places,installation",56.252655,43.465374,,
Партия и народ едины!,"cultural,urban_environment,interesting_places,installation",56.253807,43.465744,,
50 лет Октябрьской революции,"cultural,urban_environment,interesting_places,installation",56.275509,43.914623,,
СПТУ-5,"cultural,urban_environment,interesting_places,installation",56.351479,43.850025,,
Экспериментальный дом,"cultural,urban_environment,interesting_places,installation",56.344994,43.861404,,
"Zmogk.  Фестиваль «Место», 2019","cultural,urban_environment,interesting_places,installation",56.334106,43.95686,,
Лес по дереву не плачет,"cultural,urban_environment,interesting_places,installation",56.316723,43.995453,,
Граффити Лены Лисицы,"cultural,urban_environment,interesting_places,installation",56.324715,44.008781,,
Соляная афера,"cultural,urban_environment,interesting_places,installation",56.329559,43.993843,,
Бор 50 лет,"cultural,urban_environment,interesting_places,installation",56.352901,44.07193,,
50 лет победы,"cultural,urban_environment,interesting_places,installation",56.352543,44.073948,,
Слава родине Октября,"cultural,urban_environment,interesting_places,installation",56.357025,44.070801,,
Изразцовый фасад,"cultural,urban_environment,interesting_places,installation",56.360466,44.060482,,
60 лет СССР,"cultural,urban_environment,interesting_places,installation",56.361588,44.063644,,
Октябрю 50 лет,"cultural,urban_environment,interesting_places,installation",56.362789,44.062901,,
"Малая архитектурная форма ""Дед, баба и ложка""","cultural,urban_environment,interesting_places,installation",56.785698,44.489231,,
Табличка села Медяны,"cultural,urban_environment,interesting_places,installation",55.324558,45.711983,,
Фонтан с ангелами,"fountains,cultural,urban_environment,interesting_places",55.040787,43.246597,,
Музыкальный фонтан,"fountains,cultural,urban_environment,interesting_places",56.244629,43.45496,,
Поющие фонтаны,"fountains,cultural,urban_environment,interesting_places",56.372093,44.038132,,
Пёс и чемодан,"cultural,urban_environment,interesting_places,sculptures",55.762928,43.90062,,
Табурет,"cultural,urban_environment,interesting_places,sculptures",55.766281,43.903595,,
Зонт,"cultural,urban_environment,interesting_places,sculptures",55.770119,43.91354,,
Пушка,"cultural,urban_environment,interesting_places,sculptures",56.21595,43.866512,,
Пушка,"cultural,urban_environment,interesting_places,sculptures",56.216541,43.868034,,
Весёлая коза,"cultural,urban_environment,interesting_places,sculptures",56.324104,44.002666,,
Дементор,"cultural,urban_environment,interesting_places,sculptures",56.329342,43.994389,,
Ангел Мира,"historic,monuments_and_memorials,interesting_places,monuments",55.318764,42.180458,,
Памятник Маяковскому,"historic,monuments_and_memorials,interesting_places,monuments",56.242825,43.47139,,
Ю. В. Герлецкому,"historic,monuments_and_memorials,interesting_places,monuments",56.248459,43.468025,,
Мемориал,"historic,monuments_and_memorials,interesting_places,monuments",55.587704,43.83773,,
Памятник В.И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.641163,43.390469,,
Вечный Огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.644745,43.389214,,
Погибшим в ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.641495,43.471107,,
В.И. Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.643665,43.468597,,
Купечеству России,"historic,monuments_and_memorials,interesting_places,monuments",56.644478,43.469193,,
Е. И. Миндров,"historic,monuments_and_memorials,interesting_places,monuments",56.330338,43.845028,,
С. А. Лавочкину,"historic,monuments_and_memorials,interesting_places,monuments",56.330093,43.846176,,
А. П. Марунову,"historic,monuments_and_memorials,interesting_places,monuments",56.295444,43.942459,,
"Героям-комсомольцам, погибшим в годы ВОВ","historic,monuments_and_memorials,interesting_places,monuments",56.31036,43.943462,,
50-летию Революции,"historic,monuments_and_memorials,interesting_places,monuments",56.345425,43.853439,,
Г. А. Грузинскому,"historic,monuments_and_memorials,interesting_places,monuments",56.320457,44.002728,,
Памятник Александру Невскому,"historic,monuments_and_memorials,interesting_places,monuments",55.001968,45.311005,,
Братья Баташёвы,"historic,monuments_and_memorials,interesting_places,monuments",55.325783,42.155945,,
Памятник герою Пешехонову,"historic,monuments_and_memorials,interesting_places,monuments",54.890739,42.760185,,
Якорь Холла,"historic,monuments_and_memorials,interesting_places,monuments",55.540066,42.194874,,
Памятник М. Горькому,"historic,monuments_and_memorials,interesting_places,monuments",54.925678,43.346172,,
Памятник погибшим воинам-интернационалистам,"historic,monuments_and_memorials,interesting_places,monuments",54.927944,43.345642,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",54.927647,43.347198,,
Серафим Саровский,"historic,monuments_and_memorials,interesting_places,monuments",55.040565,43.246647,,
Ладья,"historic,monuments_and_memorials,interesting_places,monuments",55.967381,43.064198,,
Танк Т-34,"historic,monuments_and_memorials,interesting_places,monuments",56.243587,43.447552,,
Защитникам рубежей Государства Российского,"historic,monuments_and_memorials,interesting_places,monuments",55.39595,43.822746,,
Доска почёта,"historic,monuments_and_memorials,interesting_places,monuments",55.397999,43.825848,,
Памятный камень,"historic,monuments_and_memorials,interesting_places,monuments",55.398476,43.829166,,
Поклонный крест,"historic,monuments_and_memorials,interesting_places,monuments",55.398144,43.82996,,
Арзамасскому комсомолу,"historic,monuments_and_memorials,interesting_places,monuments",55.402527,43.826332,,
Памятник 50 летия советской власти,"historic,monuments_and_memorials,interesting_places,monuments",55.808884,44.093433,,
Юлиусу Фучику,"historic,monuments_and_memorials,interesting_places,monuments",56.242939,43.85569,,
Автозаводцам-политбойцам,"historic,monuments_and_memorials,interesting_places,monuments",56.245651,43.852013,,
К 100-летию Автозаводского района,"historic,monuments_and_memorials,interesting_places,monuments",56.245644,43.852074,,
К 100-летию ВЛКСМ,"historic,monuments_and_memorials,interesting_places,monuments",56.24564,43.852135,,
С. И. Прохорову,"historic,monuments_and_memorials,interesting_places,monuments",56.249115,43.852779,,
Эвакогоспитали,"historic,monuments_and_memorials,interesting_places,monuments",56.249111,43.85281,,
И. Н. Чурсину,"historic,monuments_and_memorials,interesting_places,monuments",56.223637,43.863194,,
Е. П. Шнитникову,"historic,monuments_and_memorials,interesting_places,monuments",56.223473,43.869923,,
Е. П. Шнитникову,"historic,monuments_and_memorials,interesting_places,monuments",56.226452,43.869961,,
Ю. В. Смирнову,"historic,monuments_and_memorials,interesting_places,monuments",56.236748,43.860447,,
М. А. Исайко,"historic,monuments_and_memorials,interesting_places,monuments",56.237625,43.866821,,
Н. С. Лескову,"historic,monuments_and_memorials,interesting_places,monuments",56.237236,43.86768,,
А. А. Сошелину,"historic,monuments_and_memorials,interesting_places,monuments",56.230957,43.86908,,
Г. А. Веденяпину,"historic,monuments_and_memorials,interesting_places,monuments",56.237629,43.868572,,
И. И. Киселёву,"historic,monuments_and_memorials,interesting_places,monuments",56.240852,43.862244,,
А. Д. Буханову,"historic,monuments_and_memorials,interesting_places,monuments",56.239071,43.864094,,
Ю. Л. Левченко,"historic,monuments_and_memorials,interesting_places,monuments",56.240993,43.868229,,
А. И. Поющеву,"historic,monuments_and_memorials,interesting_places,monuments",56.244385,43.86755,,
А. И. Поющеву,"historic,monuments_and_memorials,interesting_places,monuments",56.244152,43.867935,,
В. П. Сорокину,"historic,monuments_and_memorials,interesting_places,monuments",56.248894,43.863228,,
В. С. Коноваленко,"historic,monuments_and_memorials,interesting_places,monuments",56.248932,43.865685,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.24662,43.872261,,
Памятник Жукову Г. К.,"historic,monuments_and_memorials,interesting_places,monuments",56.238609,43.95982,,
Мемориал погибшим приокчанам в городе Нижний Новгород,"historic,monuments_and_memorials,interesting_places,monuments",56.23838,43.960247,,
Камень в честь Лукойла,"historic,monuments_and_memorials,interesting_places,monuments",56.146729,44.196873,,
Памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.150356,44.207832,,
"Воинам, погибшим в Афганистане","historic,monuments_and_memorials,interesting_places,monuments",56.145653,44.198311,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.145947,44.198441,,
В. Чкалову,"historic,monuments_and_memorials,interesting_places,monuments",56.150612,44.203255,,
Мемориальная табличка Чванова Л. А.,"historic,monuments_and_memorials,interesting_places,monuments",56.148994,44.2061,,
В. С. Данилову,"historic,monuments_and_memorials,interesting_places,monuments",56.150501,44.20388,,
И. Н. Чернову,"historic,monuments_and_memorials,interesting_places,monuments",56.150551,44.203896,,
М. С. Матвееву,"historic,monuments_and_memorials,interesting_places,monuments",56.152657,44.201599,,
И. П. Шляпникову,"historic,monuments_and_memorials,interesting_places,monuments",56.152943,44.202122,,
Я люблю Кстово,"historic,monuments_and_memorials,interesting_places,monuments",56.150368,44.213497,,
барельеф,"historic,monuments_and_memorials,interesting_places,monuments",56.356831,43.865349,,
Б. Я. Мамутину,"historic,monuments_and_memorials,interesting_places,monuments",56.250042,43.855225,,
Эвакогоспиталь,"historic,monuments_and_memorials,interesting_places,monuments",56.253483,43.85384,,
Ю. Н. Баранову,"historic,monuments_and_memorials,interesting_places,monuments",56.253483,43.853867,,
Вечная слава героям,"historic,monuments_and_memorials,interesting_places,monuments",56.275574,43.8358,,
Ю.А. Гагарину,"historic,monuments_and_memorials,interesting_places,monuments",56.328056,43.855324,,
И. Д. Черняховскому,"historic,monuments_and_memorials,interesting_places,monuments",56.332428,43.851635,,
Ф. В. Плотникову,"historic,monuments_and_memorials,interesting_places,monuments",56.26062,43.859962,,
Памятник Горькому,"historic,monuments_and_memorials,interesting_places,monuments",56.267002,43.919773,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.271488,43.941467,,
С. К. Сосунову,"historic,monuments_and_memorials,interesting_places,monuments",56.278542,43.915611,,
П. С. Нахимов,"historic,monuments_and_memorials,interesting_places,monuments",56.284882,43.938576,,
Памятный камень Г. И. Вискову,"historic,monuments_and_memorials,interesting_places,monuments",56.325245,43.877941,,
Памятный камень сквер героя Грабина,"historic,monuments_and_memorials,interesting_places,monuments",56.325699,43.877285,,
Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",56.32827,43.858067,,
Н. Ф. Гастелло,"historic,monuments_and_memorials,interesting_places,monuments",56.317413,43.888889,,
Памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.3358,43.885635,,
Памятный знак «Пятачок»,"historic,monuments_and_memorials,interesting_places,monuments",56.349709,43.867451,,
В. Ф. Овчинникову,"historic,monuments_and_memorials,interesting_places,monuments",56.350761,43.868107,,
А. П. Удалову,"historic,monuments_and_memorials,interesting_places,monuments",56.353065,43.863018,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.356689,43.864716,,
Погибшим при тушении пожара на танкере 1976 г.,"historic,monuments_and_memorials,interesting_places,monuments",56.354362,43.906998,,
памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.50753,43.60014,,
"Памятник бронепоезду ""Козьма Минин""","historic,monuments_and_memorials,interesting_places,monuments",56.311081,43.945858,,
Памятник (ВОВ),"historic,monuments_and_memorials,interesting_places,monuments",56.310696,43.95068,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.311184,43.949795,,
Жертвам чернобыльской катастрофы,"historic,monuments_and_memorials,interesting_places,monuments",56.330578,43.955898,,
Мемориал В.О.В.,"historic,monuments_and_memorials,interesting_places,monuments",56.33437,43.974247,,
М. П. Еськину,"historic,monuments_and_memorials,interesting_places,monuments",56.312969,43.989414,,
Церковь Иоанна Богослова,"historic,monuments_and_memorials,interesting_places,monuments",56.312515,43.991077,,
Е. Э. Рубинчику,"historic,monuments_and_memorials,interesting_places,monuments",56.312824,43.991306,,
Митрополиту Николаю,"historic,monuments_and_memorials,interesting_places,monuments",56.315704,43.991898,,
Л. И. Миненко,"historic,monuments_and_memorials,interesting_places,monuments",56.314453,43.993332,,
А. В. Кикину,"historic,monuments_and_memorials,interesting_places,monuments",56.31551,43.992733,,
Н. В. Ряхину,"historic,monuments_and_memorials,interesting_places,monuments",56.315281,43.993305,,
Ю. А. Адрианову,"historic,monuments_and_memorials,interesting_places,monuments",56.319153,43.996391,,
И. Г. Бубнову,"historic,monuments_and_memorials,interesting_places,monuments",56.319218,43.996464,,
Эвакогоспиталь во время ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.319252,43.996502,,
Курсы красных командиров,"historic,monuments_and_memorials,interesting_places,monuments",56.31892,43.997147,,
Штаб 17-й Нижегородской стрелковой дивизии,"historic,monuments_and_memorials,interesting_places,monuments",56.318989,43.997223,,
Н.Н. Боголюбов,"historic,monuments_and_memorials,interesting_places,monuments",56.319214,43.996876,,
А. Е. Харитонову,"historic,monuments_and_memorials,interesting_places,monuments",56.320618,43.995232,,
На этом месте стояла церковь Покрова Пресвятой Богородицы,"historic,monuments_and_memorials,interesting_places,monuments",56.319466,43.997749,,
Л. К. Сивухину,"historic,monuments_and_memorials,interesting_places,monuments",56.320534,43.998524,,
В. П. Малышеву,"historic,monuments_and_memorials,interesting_places,monuments",56.32061,43.998188,,
В. П. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",56.316189,44.004013,,
В. В. Половинкину,"historic,monuments_and_memorials,interesting_places,monuments",56.316833,44.003204,,
Л. Н. Тютикову,"historic,monuments_and_memorials,interesting_places,monuments",56.317142,44.003025,,
И. П. Склярову,"historic,monuments_and_memorials,interesting_places,monuments",56.319191,44.009838,,
Маршалу Жукову,"historic,monuments_and_memorials,interesting_places,monuments",56.319504,44.010433,,
Из рук в руки,"historic,monuments_and_memorials,interesting_places,monuments",56.326031,44.005352,,
120-мм полковой миномёт,"historic,monuments_and_memorials,interesting_places,monuments",56.32674,44.004372,,
И. Ф. Якушенко,"historic,monuments_and_memorials,interesting_places,monuments",56.322563,44.008102,,
Н. В. Затееву,"historic,monuments_and_memorials,interesting_places,monuments",56.321743,44.00864,,
Из рук в руки,"historic,monuments_and_memorials,interesting_places,monuments",56.326115,44.006458,,
Памятник Безработному,"historic,monuments_and_memorials,interesting_places,monuments",56.326469,44.005856,,
Дунаеву Е.А.,"historic,monuments_and_memorials,interesting_places,monuments",56.328888,43.990696,,
Г. Г. Масляков,"historic,monuments_and_memorials,interesting_places,monuments",56.321205,44.011906,,
квартира Рукавишниковых,"historic,monuments_and_memorials,interesting_places,monuments",56.320301,44.014996,,
квартира Пискунова,"historic,monuments_and_memorials,interesting_places,monuments",56.325775,44.025322,,
квартира Голубцевых,"historic,monuments_and_memorials,interesting_places,monuments",56.323639,44.029041,,
Капсула времени,"historic,monuments_and_memorials,interesting_places,monuments",56.325317,44.029049,,
"Стена ""Аллея славы НГТУ им. Р.Е. Алексеева""","historic,monuments_and_memorials,interesting_places,monuments",56.325264,44.02916,,
Нестерову,"historic,monuments_and_memorials,interesting_places,monuments",56.328564,44.019089,,
Памятник Р.Е. Алексееву,"historic,monuments_and_memorials,interesting_places,monuments",56.286018,44.084435,,
Герой Советского Соющя Талалушкин,"historic,monuments_and_memorials,interesting_places,monuments",56.28796,44.099922,,
Г. В. Дикуну,"historic,monuments_and_memorials,interesting_places,monuments",56.294327,44.071625,,
85мм пушка Д-44,"historic,monuments_and_memorials,interesting_places,monuments",56.355602,44.064579,,
БТР-80,"historic,monuments_and_memorials,interesting_places,monuments",56.35569,44.064636,,
Памятник Труховской-Ванеевой Д. В.,"historic,monuments_and_memorials,interesting_places,monuments",56.355923,44.063477,,
Памятник ликвидаторам ЧАЭС,"historic,monuments_and_memorials,interesting_places,monuments",56.356239,44.063747,,
Рубка подводной лодки,"historic,monuments_and_memorials,interesting_places,monuments",56.355774,44.064732,,
БМП-1,"historic,monuments_and_memorials,interesting_places,monuments",56.355881,44.064781,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.356926,44.065243,,
Танк Т-62,"historic,monuments_and_memorials,interesting_places,monuments",56.355972,44.064877,,
Памятник В.И.Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.003536,45.311291,,
Памятник В.И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",54.922699,43.3456,,
Кузнец,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.964996,43.065422,,
Ступин А.В.,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.392288,43.811588,,
Пушкин А.С.,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.394085,43.818535,,
Жуков Г.К.,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.395508,43.822979,,
В. И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.245781,43.852119,,
Памятник космонавту Комарову В. М.,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.284187,43.927971,,
Памятник Евгению Никонову,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.328663,43.883003,,
Александр Невский,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.333359,43.972198,,
Железная сосна,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.326046,42.185173,,
В. Гефсиманскому,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.324379,42.207096,,
Памятник Бенардаки Д.Е.,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.349495,43.866451,,
Памятник Чкалову,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.76017,43.23753,,
В. И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.280533,43.925152,,
В. И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.336395,43.888737,,
Памятник Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.333378,43.892647,,
Тепловоз ТУ-2,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.308281,43.934273,,
В. И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.364754,44.050941,,
Солдат,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.316216,44.207405,,
Отец солдата,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.316284,44.207561,,
Бабушка с внуком,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.316257,44.207626,,
Новое кладбище,"cemeteries,historic,burial_places,interesting_places",56.06855,45.880676,,
Городское кладбище,"cemeteries,historic,burial_places,interesting_places",56.239925,43.36042,,
Чернореченское кладбище,"cemeteries,historic,burial_places,interesting_places",56.223476,43.530331,,
Новое Стригинское,"cemeteries,historic,burial_places,interesting_places",56.230354,43.755604,,
Нижегородское кладбище,"cemeteries,historic,burial_places,interesting_places",56.231091,44.077274,,
Старообрядское кладбище,"cemeteries,historic,burial_places,interesting_places",56.739216,44.306713,,
В.Д. Максименко,"historic,burial_places,interesting_places,war_memorials",56.329365,44.015495,,
Памятник героям Великой Отечественной войны,"historic,burial_places,interesting_places,war_memorials",56.356403,44.065239,,
Памятная доска Сергею Мальцеву,"historic,burial_places,interesting_places,war_memorials",56.358585,44.065475,,
Труженикам тыла,"historic,burial_places,interesting_places,war_memorials",56.281235,43.926064,,
Воинам Ленинского района,"historic,burial_places,interesting_places,war_memorials",56.277943,43.92926,,
Неизвестному солдату,"historic,burial_places,interesting_places,war_memorials",56.613987,44.102219,,
Первая Мечеть,"religion,mosques,interesting_places",55.384342,46.105968,,
Вторая Мечеть,"religion,mosques,interesting_places",55.385506,46.114155,,
Пятая Мечеть,"religion,mosques,interesting_places",55.384308,46.117397,,
Святой источник Иверской иконы Божьей Матери,"religion,other_temples,interesting_places",55.034145,43.245182,,
Северный келейный корпус,"religion,other_temples,interesting_places",54.925201,43.32999,,
Подземная,"religion,other_temples,interesting_places",54.925312,43.330093,,
Владимирская Часовня,"religion,other_temples,interesting_places",55.032158,43.245846,,
Кафедральный собор в честь Вознесения Господня,"religion,cathedrals,interesting_places",55.964489,43.075947,,
Храм в честь Святого Духа,"religion,other_temples,interesting_places",55.392071,43.809788,,
Церковь Христиан Адвентистов Седьмого Дня,"religion,other_temples,interesting_places",55.394737,43.806507,,
Храм Державной иконы Богоматери,"religion,other_temples,interesting_places",56.107674,44.49966,,
Преображенская церковь,"religion,other_temples,interesting_places",56.530735,43.626774,,
Церковь Владимирской иконы Божией Матери,"religion,other_temples,interesting_places",56.53104,43.626434,,
Андреевская церковь,"religion,other_temples,interesting_places",56.322338,43.975937,,
Церковь Рождества Христова,"religion,other_temples,interesting_places",55.98175,45.671947,,
Зосимо-Савватиевская церковь,"religion,other_temples,interesting_places",56.921196,45.391106,,
Храм Всех Святых,"religion,other_temples,interesting_places",54.925835,43.324013,,
Церковь Серафима Саровского,"religion,other_temples,interesting_places",54.925957,43.237167,,
Монастрыская трапеза,"religion,other_temples,interesting_places",54.924809,43.328297,,
Собор во имя Успения Пресвятой Богородицы,"religion,other_temples,interesting_places",54.925091,43.328926,,
Архиерейский дом,"religion,other_temples,interesting_places",54.924686,43.328651,,
Монастырская больница,"religion,other_temples,interesting_places",54.925404,43.326424,,
Губернаторский корпус,"religion,other_temples,interesting_places",54.925919,43.326756,,
Колокольня,"religion,other_temples,interesting_places",54.925655,43.326599,,
Юго-Западная башня,"religion,other_temples,interesting_places",54.92519,43.326286,,
Храм Серафима Саровского,"religion,other_temples,interesting_places",54.924625,43.3293,,
Храм Зосимы и Савватия,"religion,other_temples,interesting_places",54.925968,43.327728,,
Большой келейный корпус,"religion,other_temples,interesting_places",54.925732,43.328327,,
Скорбященская церковь,"religion,other_temples,interesting_places",55.040966,43.250267,,
Собор Благовещения Пресвятой Богородицы,"religion,other_temples,interesting_places",55.040783,43.248459,,
Храм Владимирской иконы Божией Матери,"religion,other_temples,interesting_places",56.214306,43.404896,,
Третья Мечеть,"religion,mosques,interesting_places",55.390999,46.115414,,
Церковь Иоанна Предтечи в Арье,"religion,other_temples,interesting_places",57.488972,45.97765,,
Церковь Воздвижения Честного Креста Господня в Тонкино,"religion,other_temples,interesting_places",57.372879,46.458103,,
храм Спаса Преображения,"religion,architecture,historic_architecture,other_temples,interesting_places,destroyed_objects",55.902351,44.191017,,
Вознесенская церковь,"religion,architecture,historic_architecture,other_temples,interesting_places,destroyed_objects",56.474068,43.871964,,
Часовня Серафима Саровского,"religion,churches,interesting_places,other_churches",55.041027,43.247471,,
Церковь Казанской иконы Божией Матери,"religion,churches,interesting_places,other_churches",55.391899,43.033791,,
Церковь Троицы Живоначальной,"religion,churches,interesting_places,other_churches",55.302238,43.95253,,
Часовня Покрова Пресвятой Богородицы,"religion,churches,interesting_places,other_churches",55.319477,43.947987,,
Храм Варнавы Гефсиманского,"religion,churches,interesting_places,other_churches",55.315479,42.192051,,
церковь Николая Чудотворца,"religion,churches,interesting_places,other_churches",55.063728,43.335541,,
Церковь Василия Великого в Мячково,"religion,churches,interesting_places,other_churches",56.228943,42.796703,,
Храм-часовня во имя святого праведного воина Феодора,"religion,churches,interesting_places,other_churches",56.326115,44.029045,,
Церковь св. Николая,"religion,churches,interesting_places,other_churches",55.568527,45.922462,,
Храм Сергия Радонежского,"religion,churches,interesting_places,eastern_orthodox_churches",55.231056,42.105453,,
храм Святого Духа,"religion,churches,interesting_places,eastern_orthodox_churches",54.909573,43.342674,,
Церковь во имя иконы Смоленской Божией матери,"religion,churches,interesting_places,eastern_orthodox_churches",55.384129,43.797009,,
Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.486851,43.599201,,
Часовня Св. Серафима Саровского,"religion,churches,interesting_places,eastern_orthodox_churches",54.913948,43.267277,,
Храм в честь Спаса Нерукотворенного,"religion,churches,interesting_places,eastern_orthodox_churches",55.804932,43.165417,,
Храм Всех Святых,"religion,churches,interesting_places,eastern_orthodox_churches",56.240227,43.37162,,
Церковь Иконы Божией Матери Утоли Моя Печали,"religion,churches,interesting_places,eastern_orthodox_churches",56.229382,44.076984,,
